Localidad,Sucursal,Direccion,Horario,Latitud,Longitud
ADOLFO GONZALES CHAVES,TELEFONIA CELULAR Y ACCESORIOS,AVDA TINTORI 93,LUN-VIER: 09:00 12:0016:00 20:00,-38.02708000,-60.09929400
