Localidad,Sucursal,Direccion
VILLA ATUEL,POLIRUBRO/ MULTIVENTAS,B. RIVADAVIA 254 	  220
VILLA ATUEL,FINANCIERA,Belgrano 184
VILLA ATUEL,AGENCIA DE LOTERIA,SAN MARTIN  153
VILLA ATUEL,AGENCIA DE SEGUROS,SAN MARTIN esq. CORDOBA  0
VILLA ATUEL,AGENCIA DE SEGUROS,SARMIENTO  39
