Localidad,Sucursal,Direccion
FLORENTINO AMEGHINO,AGENCIA DE LOTERIA, 32  80
FLORENTINO AMEGHINO,CAMARA / ASOCIACION / UNION,CALLE 30 ESQUINA 13		  605
