Localidad,Sucursal,Direccion
NUÑEZ,SUPERMERCADO/ HIPERMERCADO-SUCURSAL CON RETIRO DE EFECTIVO,Cabildo 4125
NUÑEZ,AGENCIA DE LOTERIA,CRAMER  3302
NUÑEZ,CENTRO DE COBRO-SUCURSAL CON RETIRO DE EFECTIVO,CUBA 3309
