Localidad,Sucursal,Direccion
JUAN BAUTISTA ALBERDI,SUPERMERCADO/ HIPERMERCADO-SUCURSAL CON RETIRO DE EFECTIVO,LAPRIDA 497
JUAN BAUTISTA ALBERDI,POLIRUBRO/ MULTIVENTAS-SUCURSAL CON RETIRO DE EFECTIVO,RIVADAVIA 490
JUAN BAUTISTA ALBERDI,FINANCIERA,Sarmiento y Quinteros 0
