Localidad,Sucursal,Direccion
FRIAS,POLIRUBRO/ MULTIVENTAS-SUCURSAL CON RETIRO DE EFECTIVO,EVA PERON 174 		  174
FRIAS,POLIRUBRO/ MULTIVENTAS,Salín 200
