Localidad,Sucursal,Direccion
ESQUINA,ARTICULOS DEL HOGAR,25 DE MAYO 668
ESQUINA,AGENCIA DE LOTERIA-SUCURSAL CON RETIRO DE EFECTIVO,Bº MANSINI CASA Nº 11  MZ. 4		  0
ESQUINA,ESTACION DE SERVICIOS,CORONEL SCHWEIZER 686
ESQUINA,FARMACIA / PERFUMERIA / LIMPIEZA,GENERAL VELAZCO Y PRIMERA JUNTA  1
ESQUINA,MINIMERCADO / ALMACEN Y AFINES,JULIO A ROCA 1069
ESQUINA,FARMACIA / PERFUMERIA / LIMPIEZA,NOAIN ORTIGOZA  15
