Localidad,Sucursal,Direccion
RAFAELA,LIBRERIA / JUGUETERIA / COTILLON,ARISTOBULO DEL VALLE 2049
RAFAELA,MINIMERCADO / ALMACEN Y AFINES,AVDA BRASIL 209
RAFAELA,MINIMERCADO / ALMACEN Y AFINES,GRAL GREGORIO ARAOZ DE LAMADRID 287
RAFAELA,MINIMERCADO / ALMACEN Y AFINES,ROSARIO 684
RAFAELA,GESTORÍA / ESTUDIO CONTABLE,SAN LORENZO 414
