Localidad,Sucursal,Direccion
LA COCHA,POLIRUBRO/ MULTIVENTAS,SAN MARTIN   175
LA COCHA,LIBRERIA / JUGUETERIA / COTILLON-SUCURSAL CON RETIRO DE EFECTIVO,SARMIENTO 140	  140
