Localidad,Sucursal,Direccion
VEDIA,KIOSCO/ MAXIKIOSCO,LEANDRO N.ALEM 324
VEDIA,POLIRUBRO/ MULTIVENTAS,RIVADAVIA 168
VEDIA,AGENCIA DE SEGUROS,RIVADAVIA 272
