Localidad,Sucursal,Direccion
USPALLATA,AGENCIA DE LOTERIA,LAS  HERAS   S/N 0
USPALLATA,FINANCIERA,Ruta 52  0
USPALLATA,LOCUTORIO/ CIBER,"TERMINAL DE OMNIBUS USPALATA,LOCAL 3,ALA ESTE  0"
