Localidad,Sucursal,Direccion
AGUARAY,POLIRUBRO/ MULTIVENTAS-SUCURSAL CON RETIRO DE EFECTIVO,AVDA SARMIENTO 200
AGUARAY,FINANCIERA,Moreno y Los Lapachos 0
