Localidad,Sucursal,Direccion
JUSTINIANO POSSE,SUPERMERCADO/ HIPERMERCADO,AV DE MAYO 6
JUSTINIANO POSSE,LIBRERIA / JUGUETERIA / COTILLON,AV. DE MAYO  LOC 1 230
JUSTINIANO POSSE,TELEFONIA CELULAR Y ACCESORIOS,AV.DE MAYO	  347
