Localidad,Sucursal,Direccion
VILLA LUGANO,CENTRO DE COBRO,AV. FCO DE LA CRUZ  5583
VILLA LUGANO,AGENCIA DE LOTERIA-SUCURSAL CON RETIRO DE EFECTIVO,Av.Fernandez de la Cruz   6497
VILLA LUGANO,AGENCIA DE LOTERIA,MURGUIONDO 4166
VILLA LUGANO,KIOSCO/ MAXIKIOSCO-SUCURSAL CON RETIRO DE EFECTIVO,SOLDADO DE LA FRONTERA 5425
