Localidad,Sucursal,Direccion
ABASTO,AGENCIA DE SEGUROS,520 11425
ABASTO,POLIRUBRO/ MULTIVENTAS-SUCURSAL CON RETIRO DE EFECTIVO,AAAV 520 ENTRE 212 Y 213 11710
ABASTO,AGENCIA DE LOTERIA,RUTA 2 S/N KM 44.50 COLECTORA  E/ 419 Y 420  0
