Localidad,Sucursal,Direccion
VICENTE LOPEZ,AGENCIA DE LOTERIA,AV MAIPU 710
VICENTE LOPEZ,KIOSCO/ MAXIKIOSCO,GDOR MANUEL UGARTE 1849
VICENTE LOPEZ,SUPERMERCADO/ HIPERMERCADO-SUCURSAL CON RETIRO DE EFECTIVO,MAIPU  1758
VICENTE LOPEZ,AGENCIA DE LOTERIA,UGARTE 1567
