Localidad,Sucursal,Direccion
MONTE MAIZ,KIOSCO/ MAXIKIOSCO,BS.AS ESQ. SANTA CRUZ		  0
MONTE MAIZ,POLIRUBRO/ MULTIVENTAS,SAN JUAN 2270
