Localidad,Sucursal,Direccion
CAMILO ALDAO,LIBRERIA / JUGUETERIA / COTILLON,BV.SAN MARTIN   635
CAMILO ALDAO,KIOSCO/ MAXIKIOSCO,LEANDRO N. ALEM/ZONA 3 832
