Localidad,Sucursal,Direccion
CHOS MALAL,KIOSCO/ MAXIKIOSCO,25 DE MAYO 313
CHOS MALAL,KIOSCO/ MAXIKIOSCO,GRAL. PAZ Y NEUQUEN 0
CHOS MALAL,FINANCIERA,Gral. Paz y Neuquén 0
CHOS MALAL,KIOSCO/ MAXIKIOSCO,OLASCOAGA 389
CHOS MALAL,AGENCIA DE SEGUROS,URQUIZA 41
