Localidad,Sucursal,Direccion
LAS LOMITAS,AGENCIA DE TURISMO / VENTA DE PASAJES,JORGE NEWBERY S/N 0
LAS LOMITAS,MINIMERCADO / ALMACEN Y AFINES,MORENO 		  360
