Localidad,Sucursal,Direccion
MARTIN CORONADO,AGENCIA DE LOTERIA,PRESIDENTE PERON 7560
MARTIN CORONADO,CENTRO DE COBRO-SUCURSAL CON RETIRO DE EFECTIVO,SAN LORENZO 1757
