Localidad,Sucursal,Direccion
CORONEL BRANDSEN,ESTACION DE SERVICIOS,AVENIDA PERON S/N 0
CORONEL BRANDSEN,KIOSCO/ MAXIKIOSCO-SUCURSAL CON RETIRO DE EFECTIVO,Azcuénaga 543
CORONEL BRANDSEN,AGENCIA DE SEGUROS,FERRARI 234
CORONEL BRANDSEN,TELEFONIA CELULAR Y ACCESORIOS,JOSE PEDRO FERRARI 129
