Localidad,Sucursal,Direccion
CHARATA,CAMARA / ASOCIACION / UNION,AVDA CNEL JUAN PASCUAL PRINGLES 407
CHARATA,SUPERMERCADO/ HIPERMERCADO,DR MARIANO MORENO 301
CHARATA,SUPERMERCADO/ HIPERMERCADO,GÜEMES (ESQUINA MAIPÚ) 0
CHARATA,AGENCIA DE SEGUROS,ITUZAINGO 306
