Localidad,Sucursal,Direccion
COSQUIN,AGENCIA DE LOTERIA-SUCURSAL CON RETIRO DE EFECTIVO,PTE. PERON 834
COSQUIN,LIBRERIA / JUGUETERIA / COTILLON,SAN MARTIN ESQUINA SOBERANIA NACIONAL 0
