Localidad,Sucursal,Direccion
CATRIEL,LIBRERIA / JUGUETERIA / COTILLON-SUCURSAL CON RETIRO DE EFECTIVO,AVDA ROQUE SAENZ PEÑA 254
CATRIEL,AGENCIA DE SEGUROS,LA PAMPA 420
CATRIEL,FINANCIERA,Pobladores y Viena 0
