Localidad,Sucursal,Direccion
VELEZ SARSFIELD,AGENCIA DE LOTERIA-SUCURSAL CON RETIRO DE EFECTIVO,AV. JUAN B. JUSTO 7939
VELEZ SARSFIELD,LOCUTORIO/ CIBER,BACACAY 4963
VELEZ SARSFIELD,AGENCIA DE LOTERIA,LOPE DE VEGA  1203
VELEZ SARSFIELD,AGENCIA DE LOTERIA-SUCURSAL CON RETIRO DE EFECTIVO,SEGUROLA  1456
