Localidad,Sucursal,Direccion
EUGENIO BUSTOS,LOCUTORIO/ CIBER-SUCURSAL CON RETIRO DE EFECTIVO,ARENALES		  312
EUGENIO BUSTOS,KIOSCO/ MAXIKIOSCO,BERNARDO QUIROGA   260
