Localidad,Sucursal,Direccion
CAPITAN BERMUDEZ,TELEFONIA CELULAR Y ACCESORIOS,AV SAN LORENZO 919
CAPITAN BERMUDEZ,POLIRUBRO/ MULTIVENTAS,SANTA FE 22 L 3 Y 4  22
CAPITAN BERMUDEZ,AGENCIA DE SEGUROS,TUCUMAN  123
