Localidad,Sucursal,Direccion
SALLIQUELO,POLIRUBRO/ MULTIVENTAS,AVDA HUGO STROEDER OESTE 52
SALLIQUELO,AGENCIA DE SEGUROS,UNZUE SATURNINO 180
