Localidad,Sucursal,Direccion
TAFI VIEJO,AGENCIA DE LOTERIA-SUCURSAL CON RETIRO DE EFECTIVO,24 DE SETIEMBRE   202
TAFI VIEJO,KIOSCO/ MAXIKIOSCO-SUCURSAL CON RETIRO DE EFECTIVO,ALEM -  LOCAL 6 372
TAFI VIEJO,AGENCIA DE LOTERIA,MANZANA F CASA 1 BARRIO IMA 0
TAFI VIEJO,ARTICULOS DEL HOGAR-SUCURSAL CON RETIRO DE EFECTIVO,TOBAR Y J. M. RAYA  0
