Localidad,Sucursal,Direccion
CAFAYATE,CENTRO DE COBRO,12 DE OCTUBRE 89
CAFAYATE,TELEFONIA CELULAR Y ACCESORIOS-SUCURSAL CON RETIRO DE EFECTIVO,BUENOS AIRES 87
CAFAYATE,POLIRUBRO/ MULTIVENTAS-SUCURSAL CON RETIRO DE EFECTIVO,MITRE 52   52
CAFAYATE,POLIRUBRO/ MULTIVENTAS,MONS DIEGO GUTIERREZ PEDRAZA 345  345
