Localidad,Sucursal,Direccion
COLONIA CAROYA,TELEFONIA CELULAR Y ACCESORIOS,AV. SAN MARTIN  219
COLONIA CAROYA,TELEFONIA CELULAR Y ACCESORIOS-SUCURSAL CON RETIRO DE EFECTIVO,UDINE (N)  58
