Localidad,Sucursal,Direccion
CORONEL DORREGO,KIOSCO/ MAXIKIOSCO-SUCURSAL CON RETIRO DE EFECTIVO,ADOLFO CALLE 154
CORONEL DORREGO,LOCUTORIO/ CIBER,Balcarce 144
CORONEL DORREGO,CENTRO DE COBRO,CNEL MANUEL DORREGO 933
CORONEL DORREGO,KIOSCO/ MAXIKIOSCO,GODOY JUAN GUALBERTO 2375
CORONEL DORREGO,MINIMERCADO / ALMACEN Y AFINES,LAMADRID  1198
