Localidad,Sucursal,Direccion
RECREO,TELEFONIA CELULAR Y ACCESORIOS,PRINGLES Y BELGRANO  0
RECREO,KIOSCO/ MAXIKIOSCO,PTE PERON ESQ MORENO S/N	  0
RECREO,TELEFONIA CELULAR Y ACCESORIOS,SARMIENTO 174
