Localidad,Sucursal,Direccion
AÑELO,FINANCIERA,CALLE 1 Y 17  0
AÑELO,AGENCIA DE SEGUROS,CALLE 4 MZA 5 LOTE 4 0
AÑELO,KIOSCO/ MAXIKIOSCO,intendente jorge tanuz (ENTRE 03 Y 04) 0
