Localidad,Sucursal,Direccion
GENERAL PINEDO,FINANCIERA,Calle 2 esquina 11 0
GENERAL PINEDO,KIOSCO/ MAXIKIOSCO,CALLE 8 ENTRE 13 Y 15  0
