Localidad,Sucursal,Direccion
MARCOS JUAREZ,FARMACIA / PERFUMERIA / LIMPIEZA,9 DE JULIO 299
MARCOS JUAREZ,CAMARA / ASOCIACION / UNION,ITALIA 160
MARCOS JUAREZ,AGENCIA DE LOTERIA,Mendoza 		  1437
MARCOS JUAREZ,FARMACIA / PERFUMERIA / LIMPIEZA-SUCURSAL CON RETIRO DE EFECTIVO,ROSARIO DE SANTA FE 488
