Localidad,Sucursal,Direccion
CIUDAD MADERO,CENTRO DE COBRO-SUCURSAL CON RETIRO DE EFECTIVO,ALTE MANUEL BLANCO ENCALADA 1195
CIUDAD MADERO,AGENCIA DE LOTERIA-SUCURSAL CON RETIRO DE EFECTIVO,AU TTE GRAL PABLO RICCHIERI 0
CIUDAD MADERO,LOCUTORIO/ CIBER-SUCURSAL CON RETIRO DE EFECTIVO,AVELINO DIAZ   680
CIUDAD MADERO,AGENCIA DE LOTERIA,OLAVARRIA 2202
CIUDAD MADERO,LOCUTORIO/ CIBER,PEDERNERA 410
CIUDAD MADERO,POLIRUBRO/ MULTIVENTAS,VELEZ SARSFIELD 1095
