Localidad,Sucursal,Direccion
JUNIN DE LOS ANDES,SUPERMERCADO/ HIPERMERCADO,GRAL LAMADRID Y JUAN M. DE ROSAS 0
JUNIN DE LOS ANDES,KIOSCO/ MAXIKIOSCO,PADRE DOMINGO MILANESIO 83
