Localidad,Sucursal,Direccion
ALDEA VALLE MARIA,TELEFONIA CELULAR Y ACCESORIOS,SAN MARTIN 1076
ALDEA VALLE MARIA,POLIRUBRO/ MULTIVENTAS,URQUIZA 65
