Localidad,Sucursal,Direccion
MORRISON,SUPERMERCADO/ HIPERMERCADO,AV DEL AGRICULTOR 568
MORRISON,LIBRERIA / JUGUETERIA / COTILLON,AV. MURIALDO Y SAN MARTIN 0
