Localidad,Sucursal,Direccion
VILLA GESELL,POLIRUBRO/ MULTIVENTAS,Av. Santamaría entre El Lucero y El Ceibo-LOC 23 0
VILLA GESELL,KIOSCO/ MAXIKIOSCO,AVENIDA 3 4424
VILLA GESELL,OFICINA COMERCIAL,AVENIDA 3 487
