Localidad,Sucursal,Direccion
LIBERTAD,KIOSCO/ MAXIKIOSCO,COLOMBIA  997
LIBERTAD,AGENCIA DE LOTERIA-SUCURSAL CON RETIRO DE EFECTIVO,GOMEZ FRETES 4322
