IDSUCURSAL,NRO_AGENTE_PF,NOMBRE,DIRECCION,LOCALIDAD,PROVINCIA,WESTERN_UNION,ENVIO_NACIONAL,PAGO_FACTURAS,RECARGA_FACIL,HS_LAV,HS_SABADO,HS_DOMINGO,LATITUD,LONGITUD
1146,6449129,COOPERATIVA ENERGIA TIO PUJIO,MONTEVIDEO 10,TIO PUJIO,Córdoba,0,0,1,0,Lun. a Vie. 08:00hs a 19:00hs ,Sáb. 08:00hs a 12:00hs ,,-32.285264,-63.356137
3349,6449301,COOPERATIVA ENERGIA TIO PUJIO II,JUAN DOMINGO PERON 386,TIO PUJIO,Córdoba,0,0,1,0,Lun. a Vie. 08:00hs a 12:00hs y 16:00hs a 20:00hs,,,-32.288578,-63.350987
