IDSUCURSAL,NRO_AGENTE_PF,NOMBRE,DIRECCION,LOCALIDAD,PROVINCIA,WESTERN_UNION,ENVIO_NACIONAL,PAGO_FACTURAS,RECARGA_FACIL,HS_LAV,HS_SABADO,HS_DOMINGO,LATITUD,LONGITUD
4873,5449483,LA CARLOTA DECO CANNING,PEDRO DREYER 4601,CANNING,Buenos Aires,1,1,1,0,Lun. a Vie. 08:00hs a 17:00hs ,Sáb. 08:00hs a 13:00hs ,,-34.852684,-58.5014
